Episode_ID,Season,Episode,Rating,Votes
1067,1,1067,9.3,11634
1068,1,1068,8.9,9600
1069,1,1069,9.3,13594
1070,1,1070,9.3,24901
1071,1,1071,9.2,75263
1072,1,1072,9.4,33377
1073,1,1073,7.9,13556
1074,1,1074,9.5,58074
1075,1,1075,9.0,18012
1076,1,1076,9.5,24637
1077,1,1077,8.6,6015
1078,1,1078,8.7,4462
1079,1,1079,8.4,3873
1080,1,1080,8.9,5018
1081,1,1081,9.0,6071
1082,1,1082,8.4,5909
1083,1,1083,8.0,3560
1084,1,1084,7.9,3396
1085,1,1085,8.5,3582
1086,1,1086,9.1,4713
1087,1,1087,9.3,5467
1088,1,1088,9.2,6043
1089,1,1089,9.6,35874
1090,1,1090,8.4,5035
1091,1,1091,8.2,4061
1092,1,1092,8.4,3974
1093,1,1093,9.6,18491
1094,1,1094,8.0,3633
1095,1,1095,8.0,3475
1096,1,1096,8.9,4354
1097,1,1097,8.7,3645
1098,1,1098,8.4,3157
1099,1,1099,8.5,3344
1100,1,1100,9.7,34172
1101,1,1101,9.6,18845
1102,1,1102,8.1,2858
1103,1,1103,8.5,3264
1104,1,1104,8.8,3230
1105,1,1105,8.3,2881
1106,1,1106,7.8,3271
1107,1,1107,7.4,3023
1108,1,1108,7.6,3097
1109,1,1109,9.2,7936
1110,1,1110,8.1,3110
1111,1,1111,8.4,2866
1112,1,1112,9.7,33541
1113,1,1113,8.3,3284
1114,1,1114,9.7,22976
1115,1,1115,9.7,17136
1116,1,1116,8.3,2962
1117,1,1117,8.1,2734
1118,1,1118,9.0,4586
1119,1,1119,9.5,8993
1120,1,1120,8.7,3888
1121,1,1121,9.5,15526
1122,1,1122,9.7,17562
1123,1,1123,9.0,6835
1124,1,1124,8.6,6013
1125,1,1125,9.5,8420
1126,1,1126,9.0,6305
1127,1,1127,9.6,10532
1128,1,1128,9.7,12241
1129,1,1129,9.6,9007
1130,1,1130,9.6,9045
1131,1,1131,9.1,5596
1132,1,1132,9.4,5636
1133,1,1133,9.2,5248
1134,1,1134,9.2,5243
1135,1,1135,9.3,6212
1136,1,1136,9.8,45713
1137,1,1137,9.7,17774
1138,1,1138,8.0,6530
1139,1,1139,8.3,5014
1140,1,1140,8.9,6310
1141,1,1141,8.6,4975
1142,1,1142,9.0,4969
1143,1,1143,8.9,4949
1144,1,1144,9.7,19406
1145,1,1145,8.8,4587
1146,1,1146,8.7,3412
1147,1,1147,8.0,3150
1148,1,1148,8.6,3099
1149,1,1149,9.3,3722
1150,1,1150,8.6,3350
1151,1,1151,9.6,7478
1152,1,1152,9.7,6722
1153,1,1153,9.8,9416
1154,1,1154,9.0,2639
1155,1,1155,9.4,3447
